id_prod,date,session_id,client_id,price,categ,sex,birth
0_1483,2021-09-19 08:45:43.735331,s_92165,c_1609,4.99,c_0,True,42
0_1483,2021-07-22 20:45:15.286364,s_65805,c_1609,4.99,c_0,True,42
0_1483,2021-05-08 06:20:05.395325,s_31519,c_1609,4.99,c_0,True,42
0_1483,2021-04-17 06:01:35.017859,s_21725,c_1609,4.99,c_0,True,42
0_1483,2021-06-06 13:42:00.282408,s_44891,c_1609,4.99,c_0,True,42
0_1483,2021-11-06 06:50:13.522171,s_115452,c_1609,4.99,c_0,True,42
0_1483,2021-03-17 09:53:39.010841,s_7527,c_1609,4.99,c_0,True,42
0_1483,2021-05-21 14:40:37.374712,s_37568,c_1609,4.99,c_0,True,42
0_1483,2021-11-14 11:01:37.940073,s_119485,c_1609,4.99,c_0,True,42
0_1483,2021-05-22 15:33:16.388063,s_38022,c_1609,4.99,c_0,True,42
0_1483,2022-02-10 23:16:55.887079,s_163165,c_1609,4.99,c_0,True,42
0_1483,2021-08-31 04:39:20.709723,s_82974,c_1609,4.99,c_0,True,42
0_1483,2021-04-17 10:15:47.976400,s_21795,c_1609,4.99,c_0,True,42
0_1483,2021-11-28 19:07:18.406113,s_126461,c_1609,4.99,c_0,True,42
0_1483,2021-05-28 18:50:30.713804,s_40836,c_1609,4.99,c_0,True,42
0_1483,2021-12-08 06:25:44.848706,s_131133,c_1609,4.99,c_0,True,42
0_1483,2021-04-14 01:29:40.535752,s_20245,c_1609,4.99,c_0,True,42
0_1483,2021-04-20 17:54:18.302996,s_23305,c_1609,4.99,c_0,True,42
0_1483,2021-12-13 02:40:49.521777,s_133541,c_1609,4.99,c_0,True,42
1_374,2022-01-07 12:41:00.479299,s_146324,c_1609,10.71,c_1,True,42
1_374,2021-07-08 07:53:13.185383,s_59442,c_1609,10.71,c_1,True,42
1_374,2021-11-21 08:59:03.989550,s_122846,c_1609,10.71,c_1,True,42
1_374,2022-02-23 09:46:17.730345,s_169575,c_1609,10.71,c_1,True,42
1_374,2021-06-03 15:56:18.445298,s_43564,c_1609,10.71,c_1,True,42
1_374,2021-04-08 15:44:28.202618,s_17766,c_1609,10.71,c_1,True,42
1_374,2021-03-30 06:45:52.121867,s_13414,c_1609,10.71,c_1,True,42
1_374,2021-05-19 10:17:25.414040,s_36577,c_1609,10.71,c_1,True,42
1_374,2021-11-02 06:43:12.490097,s_113591,c_1609,10.71,c_1,True,42
1_374,2021-06-23 08:45:49.287616,s_52590,c_1609,10.71,c_1,True,42
1_374,2021-03-26 01:03:42.080028,s_11514,c_1609,10.71,c_1,True,42
1_374,2021-07-04 20:46:06.341595,s_57905,c_1609,10.71,c_1,True,42
1_374,2021-03-22 23:27:02.237933,s_10114,c_1609,10.71,c_1,True,42
1_374,2021-12-22 14:58:48.012859,s_138267,c_1609,10.71,c_1,True,42
1_374,2022-01-12 11:50:29.818657,s_148728,c_1609,10.71,c_1,True,42
1_374,2021-04-07 15:13:09.801177,s_17310,c_1609,10.71,c_1,True,42
0_2186,2021-04-20 03:17:12.830671,s_23011,c_1609,4.2,c_0,True,42
0_2186,2021-06-04 15:25:29.603874,s_44015,c_1609,4.2,c_0,True,42
0_2186,2021-08-07 04:49:04.820096,s_72426,c_1609,4.2,c_0,True,42
0_1351,2021-04-15 04:14:31.479789,s_20765,c_1609,8.99,c_0,True,42
0_1351,2021-08-04 05:10:09.648751,s_71148,c_1609,8.99,c_0,True,42
0_1351,2021-10-30 01:07:46.588159,s_112058,c_1609,8.99,c_0,True,42
0_1351,2021-09-16 08:23:44.634517,s_90690,c_1609,8.99,c_0,True,42
0_1351,2021-06-03 01:37:54.682624,s_43292,c_1609,8.99,c_0,True,42
0_1351,2021-08-29 00:24:17.562852,s_82019,c_1609,8.99,c_0,True,42
0_1351,2021-06-10 09:41:58.578565,s_46657,c_1609,8.99,c_0,True,42
0_1351,2021-08-17 05:37:29.344377,s_76836,c_1609,8.99,c_0,True,42
0_1351,2021-10-03 03:11:54.853067,s_99199,c_1609,8.99,c_0,True,42
0_1351,2021-12-16 09:31:42.962390,s_135165,c_1609,8.99,c_0,True,42
0_1351,2021-11-27 04:34:58.843325,s_125691,c_1609,8.99,c_0,True,42
0_1351,2021-12-06 01:06:53.149763,s_130038,c_1609,8.99,c_0,True,42
0_1351,2022-02-27 23:12:14.685716,s_171910,c_1609,8.99,c_0,True,42
0_1351,2021-11-23 02:31:49.880698,s_123662,c_1609,8.99,c_0,True,42
0_1351,2021-10-21 14:27:50.363111,s_108065,c_1609,8.99,c_0,True,42
0_1351,2021-07-17 06:05:29.737286,s_63364,c_1609,8.99,c_0,True,42
0_1351,2021-05-24 14:52:06.168314,s_38919,c_1609,8.99,c_0,True,42
0_1351,2021-03-15 05:32:35.906630,s_6526,c_1609,8.99,c_0,True,42
0_1351,2021-11-09 21:01:01.249575,s_117220,c_1609,8.99,c_0,True,42
0_1351,2021-09-16 17:08:20.601024,s_90859,c_1609,8.99,c_0,True,42
0_1351,2022-01-01 15:13:22.686650,s_143411,c_1609,8.99,c_0,True,42
0_1351,2021-09-22 14:16:35.863319,s_93758,c_1609,8.99,c_0,True,42
0_1351,2021-05-05 13:08:43.666913,s_30241,c_1609,8.99,c_0,True,42
0_1351,2021-06-14 18:40:40.685726,s_48678,c_1609,8.99,c_0,True,42
0_1351,2021-08-05 08:33:20.576156,s_71627,c_1609,8.99,c_0,True,42
0_1351,2021-12-26 08:39:08.879740,s_140244,c_1609,8.99,c_0,True,42
0_1351,2021-05-12 20:58:49.314322,s_33653,c_1609,8.99,c_0,True,42
0_1351,2021-09-23 04:46:46.057028,s_94070,c_1609,8.99,c_0,True,42
0_1351,2021-11-07 10:15:46.827248,s_116037,c_1609,8.99,c_0,True,42
0_1351,2021-09-15 17:03:34.912673,s_90367,c_1609,8.99,c_0,True,42
0_1351,2021-08-17 11:46:44.750835,s_76939,c_1609,8.99,c_0,True,42
0_1351,2021-10-19 14:13:02.790979,s_107097,c_1609,8.99,c_0,True,42
0_1351,2021-12-25 23:01:38.503778,s_140025,c_1609,8.99,c_0,True,42
0_1085,2021-10-12 01:35:13.279202,s_103475,c_1609,3.99,c_0,True,42
0_1085,2021-06-10 08:31:50.846159,s_46637,c_1609,3.99,c_0,True,42
0_1085,2021-07-30 05:58:20.967925,s_68980,c_1609,3.99,c_0,True,42
0_1085,2022-02-12 17:39:13.520834,s_164106,c_1609,3.99,c_0,True,42
0_1085,2021-11-07 10:28:52.977222,s_116037,c_1609,3.99,c_0,True,42
0_1085,2021-05-10 08:28:03.838886,s_32483,c_1609,3.99,c_0,True,42
0_1085,2021-09-04 02:42:05.649318,s_84762,c_1609,3.99,c_0,True,42
0_1085,2021-03-31 06:48:31.860646,s_13882,c_1609,3.99,c_0,True,42
0_1085,2021-07-31 05:54:48.542445,s_69413,c_1609,3.99,c_0,True,42
0_1085,2021-12-14 07:43:41.124004,s_134131,c_1609,3.99,c_0,True,42
0_1085,2022-01-09 06:55:33.717533,s_147179,c_1609,3.99,c_0,True,42
0_1508,2022-02-22 02:56:03.612475,s_168933,c_1609,8.03,c_0,True,42
0_1508,2021-11-05 20:26:36.465407,s_115249,c_1609,8.03,c_0,True,42
0_1508,2022-02-22 21:24:17.459525,s_169328,c_1609,8.03,c_0,True,42
0_1508,2021-06-02 04:26:38.358840,s_42887,c_1609,8.03,c_0,True,42
0_1508,2021-11-15 18:02:37.076944,s_120090,c_1609,8.03,c_0,True,42
0_1508,2021-12-25 13:52:51.257770,s_139824,c_1609,8.03,c_0,True,42
0_1508,2021-12-18 19:44:15.156677,s_136374,c_1609,8.03,c_0,True,42
0_1508,2021-03-14 08:21:24.671274,s_6117,c_1609,8.03,c_0,True,42
0_1508,2021-09-14 18:00:24.622940,s_89891,c_1609,8.03,c_0,True,42
0_1508,2021-05-27 00:19:45.922674,s_40015,c_1609,8.03,c_0,True,42
0_1508,2021-07-02 13:04:38.596135,s_56873,c_1609,8.03,c_0,True,42
0_1508,2021-05-31 21:27:52.429010,s_42277,c_1609,8.03,c_0,True,42
0_1508,2021-10-19 03:10:45.480366,s_106904,c_1609,8.03,c_0,True,42
0_1508,2021-10-23 14:28:13.328972,s_108999,c_1609,8.03,c_0,True,42
0_1508,2021-11-14 10:43:14.683565,s_119485,c_1609,8.03,c_0,True,42
0_1508,2021-08-04 08:17:06.313611,s_71198,c_1609,8.03,c_0,True,42
0_1508,2021-08-27 15:09:14.447412,s_81424,c_1609,8.03,c_0,True,42
0_1508,2021-06-17 06:56:20.198062,s_49775,c_1609,8.03,c_0,True,42
0_1508,2021-05-16 03:18:41.358615,s_35105,c_1609,8.03,c_0,True,42
0_1508,2021-05-19 20:11:53.349515,s_36769,c_1609,8.03,c_0,True,42
0_1508,2021-09-10 19:31:18.878359,s_87916,c_1609,8.03,c_0,True,42
0_1508,2021-04-20 17:30:48.764102,s_23298,c_1609,8.03,c_0,True,42
0_1508,2021-05-25 22:06:37.498625,s_39509,c_1609,8.03,c_0,True,42
0_1508,2021-10-22 15:16:53.092984,s_108539,c_1609,8.03,c_0,True,42
0_1508,2021-11-25 15:51:51.230345,s_124919,c_1609,8.03,c_0,True,42
0_1627,2021-04-22 23:43:10.977561,s_24348,c_1609,3.99,c_0,True,42
0_1627,2021-09-19 12:27:11.359537,s_92237,c_1609,3.99,c_0,True,42
0_1627,2021-04-25 10:14:35.678172,s_25498,c_1609,3.99,c_0,True,42
0_1627,2021-07-15 14:26:20.385895,s_62653,c_1609,3.99,c_0,True,42
0_1627,2021-05-02 23:02:07.750024,s_29057,c_1609,3.99,c_0,True,42
0_1627,2021-09-10 05:07:47.940115,s_87613,c_1609,3.99,c_0,True,42
0_1627,2021-05-19 08:53:13.026196,s_36560,c_1609,3.99,c_0,True,42
0_1627,2022-02-19 06:46:59.644750,s_167471,c_1609,3.99,c_0,True,42
0_1627,2021-09-06 23:39:29.919851,s_86065,c_1609,3.99,c_0,True,42
0_1627,2021-10-14 05:43:00.248719,s_104506,c_1609,3.99,c_0,True,42
0_1627,2021-11-23 14:10:35.224966,s_123914,c_1609,3.99,c_0,True,42
0_1627,2021-10-14 06:25:06.334431,s_104519,c_1609,3.99,c_0,True,42
0_1627,2021-05-21 09:11:53.712989,s_37440,c_1609,3.99,c_0,True,42
0_1627,2021-11-02 19:41:09.939823,s_113824,c_1609,3.99,c_0,True,42
0_1627,2021-09-16 18:20:21.937014,s_90889,c_1609,3.99,c_0,True,42
0_1627,2021-10-27 22:34:18.911495,s_111069,c_1609,3.99,c_0,True,42
0_1627,2022-02-10 20:53:02.856824,s_163110,c_1609,3.99,c_0,True,42
0_1627,2021-07-14 03:49:49.598849,s_62003,c_1609,3.99,c_0,True,42
0_1627,2021-05-30 17:27:19.564319,s_41745,c_1609,3.99,c_0,True,42
0_1627,2021-04-14 00:25:45.924201,s_20224,c_1609,3.99,c_0,True,42
0_1627,2021-09-26 21:29:30.141973,s_96014,c_1609,3.99,c_0,True,42
0_1627,2021-10-09 16:19:37.271444,s_102343,c_1609,3.99,c_0,True,42
0_1627,2022-02-11 09:03:48.021686,s_163413,c_1609,3.99,c_0,True,42
0_1627,2021-08-24 10:54:05.670919,s_80017,c_1609,3.99,c_0,True,42
0_1627,2021-07-06 02:31:53.482914,s_58463,c_1609,3.99,c_0,True,42
0_1627,2021-04-10 12:55:19.443584,s_18634,c_1609,3.99,c_0,True,42
0_1469,2021-08-30 00:52:48.619395,s_82458,c_1609,14.99,c_0,True,42
0_1469,2021-04-07 05:39:36.255112,s_17119,c_1609,14.99,c_0,True,42
0_1469,2021-05-17 03:16:01.322206,s_35550,c_1609,14.99,c_0,True,42
0_1469,2021-12-09 13:23:08.268615,s_131793,c_1609,14.99,c_0,True,42
0_1469,2021-06-12 05:07:31.410815,s_47486,c_1609,14.99,c_0,True,42
0_1469,2021-06-21 04:57:50.606495,s_51596,c_1609,14.99,c_0,True,42
0_1469,2021-05-24 20:36:14.359546,s_39024,c_1609,14.99,c_0,True,42
0_1469,2021-09-09 08:29:39.135136,s_87205,c_1609,14.99,c_0,True,42
0_1469,2021-07-10 13:21:18.358074,s_60446,c_1609,14.99,c_0,True,42
0_1469,2021-09-10 23:00:48.659640,s_87993,c_1609,14.99,c_0,True,42
0_1469,2021-12-31 02:02:06.052895,s_142626,c_1609,14.99,c_0,True,42
0_1469,2021-03-13 06:32:53.955993,s_5625,c_1609,14.99,c_0,True,42
0_1469,2021-08-22 12:43:37.231354,s_79181,c_1609,14.99,c_0,True,42
0_1469,2021-08-23 23:24:02.617600,s_79812,c_1609,14.99,c_0,True,42
0_1469,2021-05-25 08:10:49.830253,s_39242,c_1609,14.99,c_0,True,42
0_1469,2021-03-01 14:06:01.171301,s_296,c_1609,14.99,c_0,True,42
0_1469,2021-11-26 12:29:44.792798,s_125342,c_1609,14.99,c_0,True,42
0_1469,2022-02-28 11:55:26.772188,s_172175,c_1609,14.99,c_0,True,42
0_1469,2021-08-22 00:28:35.651709,s_78957,c_1609,14.99,c_0,True,42
0_1469,2021-06-19 00:11:02.468727,s_50566,c_1609,14.99,c_0,True,42
0_1469,2022-02-16 22:56:49.073830,s_166305,c_1609,14.99,c_0,True,42
0_1469,2021-05-08 07:22:47.282225,s_31543,c_1609,14.99,c_0,True,42
0_1469,2021-09-10 04:50:04.998990,s_87613,c_1609,14.99,c_0,True,42
0_1469,2021-03-01 02:12:21.294004,s_53,c_1609,14.99,c_0,True,42
0_1469,2021-03-26 11:48:32.446459,s_11730,c_1609,14.99,c_0,True,42
